,lyric,famous_word,total_words,percent_originality,genre
435,viva la vida hoje vou viver jogue mão pro alto jogue copo pro alto viva hoje vem viver pense amanhã agora hora viva vou vivendo vai vendo vento leva pra onde encontro suave né momento tempo razão momento lembro tô tonto duas mulher olhei pro copo ficou meio roxo tô chapado fala tô loco fala tô loco tô ficando doido vou olhando pros lados ham luzes neon curtindo baile funk brisa boa bastante pra lembrar vejo então indo chão vai parar coração viva la vida hoje vou viver jogue mão pro alto jogue copo pro alto viva hoje vem viver pense amanhã agora hora viva aqui começar vai ter hora pra acabar quero saiba vibe positiva ar festa começando firmeza ir chegando dez minas pra dois manos dez minas pra dois manos luzes neon curtindo baile funk brisa boa bastante pra lembrar vejo então indo chão vai parar coração viva la vida hoje vou viver jogue mão pro alto jogue copo pro alto viva hoje vem viver pense amanhã agora hora viva viva viva la vida hoje vai segurando moleque vou viver mguimê jogue mão pro alto head media tropkillaz jogue copo pro alto viva hoje nóis vem viver pense amanhã agora hora viva,viva,204,42.65,funk
436,troca plantão bala come vera ontem arrego rolou baile favela sete manhã tiro meiota mataram criança indo pra escola televisão verdade importa negro favelado então tava pistola televisão verdade importa negro favelado então tava pistola câmera segurança flagrou adolescente sendo baleado queima roupa policiais cadê amarildo ninguém vai esquecer solucionaram morte dafastamento polícia único resultado existe justiça assassino tá fardado televisão verdade importa negro favelado então tava pistola televisão verdade importa negro favelado então tava pistola três dias tortura sala cheia rato assim tratam bandido favelado bandido rico poderoso cela separada tratamento vip delação premiada porque luva local antes perícia chegar porque sangue muro torturado morte ddo bonde madrugada pm pacificação morte televisão verdade importa negro favelado então tava pistola televisão verdade importa negro favelado então tava pistola troca plantão bala come vera ontem arrego rolou baile favela sete manhã tiro meiota mataram criança indo pra escola cadê amarildo ninguém vai esquecer solucionaram morte dafastamento polícia único resultado existe justiça assassino tá fardado três dias tortura sala cheia rato assim tratam bandido favelado bandido rico poderoso cela separada tratamento vip delação premiada televisão verdade importa negro favelado então tava pistola televisão verdade importa negro favelado então tava pistola,favelado,198,41.92,funk
437,novinha passion liga chama convoco perera todas piranha hoje bonde vai endoidar hoje bonde vai endoidar novinha eazy liga chama convoco perera todas piranha hoje bonde vai endoidar hoje bonde vai endoidar metendo louco sacou celular colocou bonde flash novidade vídeo novo lá snap fodeu hoje perera tá chefe fodeu hoje perera tá chefe fodeu hoje perera tá chefe novinha veno liga chama convoco perera todas piranha hoje bonde vai endoidar hoje bonde vai endoidar novinha pia liga chama convoco gri todas piranha hoje bonde vai endoidar hoje bonde vai endoidar pera ae pera ae pera ae ô perera lembra daquela loirinha lá esqueceu cervejada mauá lá né agora liga pra lá loirinha lá mauá liga chama convoco perera todas piranha hoje bonde vai endoidar hoje bonde vai endoidar pera ae perera ta esquecendo ainda ta foda hein tá chefe esquecendo mina lá balada mackenzie né rá novinha mackenzie liga chama convoco gri todas piranha hoje bonde vai endoidar hoje bonde vai endoidar metendo louco sacou celular colocou bonde flash novidade vídeo novo lá snap fodeu hoje bonde chefe fodeu hoje perera tá chefe fodeu hoje perera tá chefe novinha fei liga chama convoco bonde todas piranha hoje bonde vai endoidar hoje bonde vai endoidar novinha nitro point liga chama convoco perera todas piranha hoje bonde vai endoidar hoje bonde vai endoidar,hoje,222,24.32,funk
438,dererê mô desculpa undererê dererê dererê undererê dererê dererê undererê dererê dererê undererê dererê dererê undererê dererê dererê unbadabadá badabá dabauê underegundê degundê degundê unbadabadá badabá dabauê undererê dererê dererê unbadabadá badabá dabauê underegundê degundê degundê unbadabadá badabá dabauê envolver amor ternura paixão pegar bem lado vem cá tesão envolver toda noite indecisão amo quero vem cá paixão dizer ti bem baixinho assim amo quero pra mim toda noite dia curto sim perco amor nasceu pra mim undererê undererê undererê dererê dererê undererê undererê undererê dererê dererê undererê dererê unbadabadá badabá dabauê undererê dererê unbadabadá badabá dabauê ai ai delícia ai ai ai delícia desculpe querer bater humilhar parei pra pensar ciumes vem cá blá blá blá vamos amar hoje diante amo vem cá undererê dererê dererê unbadabadá badabá dabauê underegundê degundê degundê unbadabadá badabá dabauê undererê dererê dererê unbadabadá badabá dabauê graças deus undererê dererê dererê unbadabadá badabá dabauê blá blá blá vamos amar blá blá blá vamos amar blá blá blá vamos amar hoje diante amo vem cá blá blá blá vamos amar blá blá blá vamos amar blá blá blá vamos amar hoje diante amo vem cá undererê undererê undererê dererê dererê undererê undererê undererê dererê dererê undererê dererê unbadabadá badabá dabauê undererê dererê unbadabadá badabá dabauê mô louca sim amor desculpa amor todos mô paz alegria amor desculpa dividir tudo todos mô ver desculpa porque mundo glória deus amém mô ai delícia desculpa porque gostoso porra undererê dererê dererê unbadabadá badabá dabauê underegundê degundê degundê unbadabadá badabá dabauê undererê dererê dererê unbadabadá badabá dabauê underegundê degundê degundê unbadabadá badabá dabauê undererê undererê undererê dererê dererê undererê undererê undererê dererê dererê undererê dererê unbadabadá badabá dabauê undererê dererê unbadabadá badabá dabauê blá blá blá vamos amar blá blá blá vamos amar blá blá blá vamos amar hoje diante amo vem cá,dererê,304,21.05,funk
439,pra alegria menina gosta dançar diz mjoão chegou festa vai começar pra alegria menina gosta dançar diz mjoão chegou festa vai começar dj tá tocando gata vai descendo dj tá tocando gata vai descendo batidão domina corpo fica bumbum tremendo batidão domina corpo fica bumbum tremendo tremendo tremendo bumbum tremendo tremendo tremendo vai subindo vai descendo bumbum tremendo bumbum tremendo tremendo tremendo vai subindo vai descendo batidão domina corpo fica bumbum tremendo batidão domina corpo fica bumbum tremendo tremendo tremendo bumbum tremendo tremendo tremendo vai subindo vai descendo bumbum tremendo vai subindo vai descendo pra alegria menina gosta dançar diz pedrinho tá volta festa vai começar pra alegria menina gosta dançar diz mjoão chegou festa vai começar dj tocando gata vai descendo dj tocando gata vai descendo batidão domina corpo fica bumbum tremendo tremendo tremendo vai subindo descendo tremendo tremendo vai subindo descendo batidão domina corpo fica bumbum tremendo tremendo tremendo vai subindo descendo tremendo tremendo vai subindo descendo batidão domina corpo fica bumbum tremendo tremendo tremendo vai subindo descendo tremendo tremendo vai subindo descendo,tremendo,175,14.29,funk
440,nóis pika bagulho tesouro favela hoje iludo mato morro antigamente queriam hoje tão querendo porque pá to rico to entendendo nóis pika bagulho tesouro favela hoje iludo mato morro antigamente queriam hoje tão querendo porque pá to rico to entendendo porque pá to rico to entendendo porque pá to rico to entendendo tipo aguá pro vinho fusquinha pra naveira atraquei baile evolke panamera consequência luta ainda acabou firme forte sempre cabeça erguida vou vou pra fala mal to ligando to vendo importante paulo som ta vendendo paulo pra baixada baixada pro brasil ta nóis nessa porra desconverso mentiu nóis pika bagulho tesouro favela hoje iludo mato morro antigamente queriam hoje tão querendo porque pá to rico to entendendo nóis pika bagulho tesouro favela hoje iludo mato morro antigamente queriam hoje tão querendo porque pá to rico to entendendo porque pá to rico to entendendo porque pá to rico to entendendo,to,150,36.0,funk
441,aí rapaziada mina deu esnobou chamou feio pensando tudo puxar fundamento perfume amostra grátis corrente pé tamanho sapato pegou roupa emprestada cuidado pra rasgar vai tomar sermão amiga devolver lavar sai casa nove horas tromba amiga nove vinte vai chegar vai poder entrar vip entra busão lotado bilhete saldo zero cobrador pegou cartão certo pra golpe certo porque bunda grande bocó dá boi pra nunca ganha telefone desce ponto antes baile pega uber pra chegar gasta dinheiro leite pra querer amostrar rendeu pro segurança pega fila pra entrar camarote contar acredita dinheiro pro drinque bebe água banheiro pegar pulo vou espalhar pro baile inteiro quer pagar patricinha kit emprestado vai pé barro vai pé barro tanto ser mercenária xerecard tá berrado vai pé barro vai pé barro quer pagar patricinha kit emprestado vai pé barro vai pé barro tanto ser mercenária xerecard tá berrado vai pé barro vai pé barro perfume amostra grátis corrente pé tamanho sapato pegou roupa emprestada cuidado pra rasgar vai tomar sermão amiga devolver lavar sai casa nove horas tromba amiga nove vinte vai chegar vai poder entrar vip entra busão lotado bilhete saldo zero cobrador pegou cartão certo pra golpe certo porque bunda grande bocó dá boi pra nunca ganha telefone desce ponto antes baile pega uber pra chegar gasta dinheiro leite pra querer amostrar rendeu pro segurança pega fila pra entrar camarote contar acredita dinheiro pro drinque bebe água banheiro pegar pulo vou espalhar pro baile inteiro quer pagar patricinha kit emprestado vai pé barro vai pé barro tanto ser mercenária xerecard tá berrado vai pé barro vai pé barro quer pagar patricinha kit emprestado vai pé barro vai pé barro tanto ser mercenária xerecard tá berrado vai pé barro vai pé barro,vai,289,33.91,funk
442,onde vai ambição homem faria esquecer deus vaidade ganância consomem la inferno alguém diz '' favela mão pra ainda pouco sonhava status fama amigo dinheiro bolso tirania espalharia toda cidade so irá salvar aliar jurar lealdade sempre fazia friso terreiro pai santo alma prato avisa diabo agora dono sangue escorreu caiu junto lágrima deus terra sentiu tristeza anjos céu chorou pacto destino selou céu chorou pacto destino selou tv tá chamando cara agora playboy crime bola vez rei amostra vitrine disse copo fechado carro blindado chama brinquedo ostentando ouro espalhado corpo mulheres meio garçom traz bulg noite vai começar dj anuncia relíquia tá lugar jeito sonhou flash olho brilhou vendo toda maldade pra lá pra cá saiu camarote ninguém percebeu banheiro toque la pra falou agora neguim vem ligeiro '' arrepio nuca então escuta morte chamando vai aperta guia vira tromba fulano olho olho vê vida toda passar segundo deve pro diabo vai pagar juros céu chorou pacto destino selou céu chorou pacto destino selou onde vai ambição homem faria esquecer deus vaidade ganância consomem la inferno alguém diz '',vai,180,73.33,funk
443,pra vo sofrer silêncio coração tá ouvindo tudo adianta esconder tudo vida muda conselho irmão sempre ajuda ilusão tá ligado abala coração nessa guerra ai moleque mano,coração,27,88.89,funk
444,lá lagoinha lá vi piranha linda queria transa queria transa pirei roupa tirar bunda linda toda raspadinha geme bem alto baile começou cantar assim piranha piranha gosta pi vão perninha piranha piranha arruma vai pro baile saia calcinha piranha piranha arruma vai pro baile saia calcinha piranha piranha gosta pi vão perninha,piranha,52,55.77,funk
445,la laia laia laia laia laia laia laia laia agora falta mês logo logo vai chegar vez vou poder gritar fe deus alvará aí retorno pro morrão encontro manos questão amigos questão saudades morrão conta pra mim tá lá fim semana ainda rola bola neguim tá lá penso toda hora mina tá tempão vem visitar tanto pra falar tanto pra falar rosto lágrima rolou colega cela perguntou mano bobô mano bobô aqui calão voz neguin mó masacre encima nois calão calão calão voz vai chegar liberdade liberdade liberdade saiu dever nada sociedade encontro dignidade to morrendo saudade conta pra mim tá lá fim semana ainda rola bola neguim tá lá penso toda hora mina tá tempão vem visitar tanto pra falar tanto pra falar rosto lágrima rolou colega cela perguntou mano bobô mano bobô aqui calão voz neguin mó masacre encima nois calão calão calão voz vai chegar liberdade liberdade liberdade saiu dever nada sociedade encontro dignidade to morrendo saudade conta pra mim tá lá logo vai chegar liberdade la laia laia laia laia laia laia laia laia,laia,178,38.76,funk
